216,b02yx0t0,0.037665326187076666,1,0
216,b03prhy8,0.06310714246440814,1,0
216,b03x2420,0.03515028382632105,0,0
216,b00rs3w6,0.05021105951163918,1,0
216,b03x217k,0.004702046629972756,1,0
216,b03xl185,-0.0041677031355599565,0,0
216,b03k2hj6,0.015206952055450529,1,0
216,b01ngqgh,0.04438454212019375,1,0
216,b03dykvl,0.04166854964569211,1,0
217,b007clgd,0.0626825513318181,0,0
217,b019hc4n,-0.0007020400371402502,0,0
217,b03x0qzh,0.08217898360453546,0,0
217,b00m6xtc,-0.000865892565343529,0,0
217,b03xgrxt,0.012694505043327808,0,0
217,b03c7nf4,-0.013252855278551579,0,0
217,b00lrh52,0.014324849471449852,1,0
217,b03q8jsz,0.016593147593994217,0,0
217,b03xg6t9,0.0701012367135263,0,0
214,b00ckqzz,0.03956354665569961,0,0
214,b03xh5nb,0.010323252878151834,0,0
214,b01pf63t,0.0430745828198269,0,0
214,b01bcs3l,0.03332217076649613,0,0
214,b0078zm8,0.007288889755727723,0,0
214,b0078h4b,0.018121124361641705,0,1
214,b01sd65g,0.047389703133376315,0,1
214,b00hycq1,0.09481755533488467,0,0
214,b007bts7,0.004690945264883339,0,0
215,b039jq9r,0.024248990540703137,1,1
215,b0116j51,0.049696799367666245,1,1
215,b008xx9w,0.02278862086435159,1,1
215,b00w8qr2,0.05268422069881732,1,1
215,b01rx3lk,-0.0027372134306157627,1,0
215,b0078yx9,0.026621653931215405,0,0
215,b01gvwz5,0.010223151019090437,1,1
215,b00ntflx,0.015624339925125241,1,0
215,b01n2t1q,0.045155166958769165,0,0
212,b03cv0lm,0.02751380018889904,0,0
212,b007v57x,0.017343299463391304,1,1
212,b00ysrd1,0.03616569936275482,0,0
212,b01jk75d,0.003632900072261691,1,0
212,b014j4nb,-0.011524500325322151,0,0
212,b008m7xk,-0.005772970151156187,1,1
212,b01224kv,0.004006459843367338,0,0
212,b03hctq6,0.014026099815964699,0,0
212,b01k88lm,-0.03322739899158478,1,0
213,b018l6wz,-0.023677200078964233,1,1
213,b019bnr5,-0.008076380006968975,1,1
213,b01r11jw,0.03917919844388962,1,0
213,b00ckqzz,0.008038870058953762,1,0
213,b0074fx7,0.004753829911351204,1,0
213,b03vl4sh,0.1013220027089119,1,0
213,b01nhccq,0.06274279952049255,1,0
213,b00sbtpf,0.017557499930262566,1,0
213,b01brcs1,0.048767801374197006,1,0
210,b03ltd8g,0.04788262117654085,1,0
210,b03ggl8f,0.0025538073969073594,0,0
210,b009wxbk,0.03652952634729445,0,0
210,b007cj5g,0.03144097444601357,1,0
210,b007vqzw,0.012906289426609874,0,0
210,b03wtcyc,0.04290704592131078,0,0
210,b0369dnj,0.08472200954565778,0,0
210,b00l0g57,0.08483538450673223,1,0
210,b00ylwd3,0.00740522425621748,1,0
211,b03xhbxs,0.042384748347103596,0,0
211,b00qyvtk,0.04896012390963733,0,0
211,b00txxzt,0.00006850314730399987,0,0
211,b007c3j9,0.018060549860820174,1,1
211,b03cvpmx,-0.0039442701381631196,1,0
211,b00lqq28,0.031629420816898346,1,1
211,b01c9w3t,0.0665885389316827,0,0
211,b03rmckl,0.04933248134329915,0,0
211,b00vy78w,0.022641983116045594,1,0
218,b00s8fxz,0.04066154702256123,0,1
218,b0074l7h,0.008724566549062729,0,1
218,b01ml5f7,-0.0005473734345287085,0,0
218,b03xgp6p,-0.0079988909419626,0,1
218,b03rlvcq,0.10052903493245442,0,0
218,b00xhxys,0.02392350013057391,0,1
218,b01pgqfw,0.045330303837545216,0,1
218,b012mkf2,0.018383859656751156,0,0
218,b03xplnl,0.01502417887483413,0,0
